model,query_id,query_language,concept_name,best_gold_rank,best_hardneg_rank,win,top_neighbor_name,top_relation
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__en,en,protein polypeptide chain,1,22,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__zh__32,zh,urethane,14,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__de,de,protein polypeptide chain,18,13,1,polypeptide,parent
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__fr,fr,protein polypeptide chain,1,24,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__es,es,protein polypeptide chain,1,24,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__zh,zh,protein polypeptide chain,1,13,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16898__en,en,pyrimidine,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16898__de,de,pyrimidine,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16898__fr,fr,pyrimidine,3,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16898__es,es,pyrimidine,16,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16898__zh,zh,pyrimidine,79,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29309__de,de,methyl,30,122,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29309__en,en,methyl,13,56,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29309__fr,fr,methyl,12,17,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29309__es,es,methyl,14,40,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29309__zh,zh,methyl,1,5,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_62801__en,en,ethyl,1,66,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_62801__de,de,ethyl,3,17,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_62801__fr,fr,ethyl,2,90,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_62801__es,es,ethyl,20,103,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_62801__zh,zh,ethyl,2,26,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29191__en,en,hydroxyl,3,500,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29191__de,de,hydroxyl,26,173,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29191__fr,fr,hydroxyl,5,137,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29191__es,es,hydroxyl,7,380,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29191__zh,zh,hydroxyl,14,608,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__en__57,en,protein polypeptide chain,8,4,1,polypeptide,parent
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__de__58,de,protein polypeptide chain,1,8,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__fr__59,fr,protein polypeptide chain,28,7,1,polypeptide,parent
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__es__60,es,protein polypeptide chain,1,7,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16541__zh__61,zh,protein polypeptide chain,2,11,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29389__en,en,silane,1,417,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29389__de,de,silane,2,265,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29389__fr,fr,silane,1,446,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29389__zh,zh,silane,9,330,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29389__es,es,silane,1,394,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30832__en,en,adipic acid,2,474,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30832__de,de,adipic acid,57,379,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30832__fr,fr,adipic acid,10,126,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30832__es,es,adipic acid,3,381,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__en,en,poly(vinyl alcohol) macromolecule,1,49,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30832__zh,zh,adipic acid,20,10,1,sebacic acid,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__de,de,poly(vinyl alcohol) macromolecule,1,15,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__fr,fr,poly(vinyl alcohol) macromolecule,1,8,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__es,es,poly(vinyl alcohol) macromolecule,1,18,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__zh,zh,poly(vinyl alcohol) macromolecule,1,11,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16052__en,en,propene,20,1,1,ethene,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16052__de,de,propene,43,1,1,ethene,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16052__fr,fr,propene,3,1,1,ethene,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16052__es,es,propene,1,7,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16052__zh,zh,propene,45,3,1,propane,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_25219__en,en,methacrylic acid,1,35,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_25219__de,de,methacrylic acid,7,51,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_25219__fr,fr,methacrylic acid,29,8,1,acrylic acid,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_25219__es,es,methacrylic acid,3,21,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_25219__zh,zh,methacrylic acid,117,2,1,acrylic acid,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16134__en,en,ammonia,1,7,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16134__fr,fr,ammonia,1,3,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16134__de,de,ammonia,1,8,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16134__es,es,ammonia,1,16,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16134__zh,zh,ammonia,1,8,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53262__de,de,poly(propylene glycol) macromolecule,,146,1,poly(ether) macromolecule,parent
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53262__en,en,poly(propylene glycol) macromolecule,3,113,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53262__es,es,poly(propylene glycol) macromolecule,200,28,1,poly(ethylene glycol),sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53262__zh,zh,poly(propylene glycol) macromolecule,965,114,1,nonyl phenoxypolyethoxylethanol,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53262__fr,fr,poly(propylene glycol) macromolecule,11,9,1,poly(ethylene glycol),sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53284__de,de,polyurethane macromolecule,1,72,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53284__en,en,polyurethane macromolecule,1,12,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53284__fr,fr,polyurethane macromolecule,1,193,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53284__es,es,polyurethane macromolecule,26,19,1,poly(alkylene) macromolecule,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_53284__zh,zh,polyurethane macromolecule,26,52,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17909__en,en,polysulfur,143,18,1,elemental sulfur,parent
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17909__de,de,polysulfur,1,89,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17909__fr,fr,polysulfur,1,65,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17909__zh,zh,polysulfur,33,2,1,elemental sulfur,parent
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17909__es,es,polysulfur,5,43,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29390__en,en,silicon carbide,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29390__de,de,silicon carbide,1,504,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29390__fr,fr,silicon carbide,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29390__zh,zh,silicon carbide,1,696,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_29390__es,es,silicon carbide,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15882__en,en,phenol,2,157,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15882__de,de,phenol,1,262,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15882__fr,fr,phenol,13,139,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15882__es,es,phenol,3,76,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__en__116,en,poly(vinyl alcohol) macromolecule,1,5,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15882__zh,zh,phenol,5,11,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__fr__118,fr,poly(vinyl alcohol) macromolecule,1,12,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__de__119,de,poly(vinyl alcohol) macromolecule,1,6,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__es__120,es,poly(vinyl alcohol) macromolecule,4,7,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17246__zh__121,zh,poly(vinyl alcohol) macromolecule,1,14,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_136511__en,en,manganese dioxide,1,4,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_136511__fr,fr,manganese dioxide,1,12,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_136511__de,de,manganese dioxide,1,17,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_136511__es,es,manganese dioxide,1,5,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_136511__zh,zh,manganese dioxide,1,16,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16526__en,en,carbon dioxide,1,8,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16526__de,de,carbon dioxide,2,7,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16526__fr,fr,carbon dioxide,1,15,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16526__es,es,carbon dioxide,2,4,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16526__zh,zh,carbon dioxide,1,19,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_15138__en,en,sulfide(2-),21,1,1,thiosulfate(2-),sibling
intfloat-multilingual-e5-large-instruct,CHEBI_15138__de,de,sulfide(2-),85,64,1,sulfate,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_15138__fr,fr,sulfide(2-),23,7,1,sulfite,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_30488__en,en,sulfonium,1,70,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30488__de,de,sulfonium,1,233,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30488__fr,fr,sulfonium,1,69,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30488__es,es,sulfonium,4,119,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30488__zh,zh,sulfonium,3,100,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16716__en,en,benzene,3,23,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16716__fr,fr,benzene,368,14,1,biphenyl,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16716__de,de,benzene,43,27,1,methanol,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16716__zh,zh,benzene,47,80,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16716__es,es,benzene,2,30,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17359__en,en,sulfite,1,10,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17359__de,de,sulfite,2,3,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17359__fr,fr,sulfite,1,9,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17359__zh,zh,sulfite,158,1,1,sulfonate,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_17359__es,es,sulfite,10,12,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17115__en,en,L-serine,1,95,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17115__de,de,L-serine,12,42,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17115__fr,fr,L-serine,1,42,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__en,en,urethane,1,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17115__zh,zh,L-serine,27,42,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__de,de,urethane,28,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__fr,fr,urethane,8,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__es,es,urethane,1,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__zh,zh,urethane,24,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__en__27,en,urethane,7,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__de__28,de,urethane,124,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__fr__29,fr,urethane,1,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__es__30,es,urethane,1,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16541__en,en,protein polypeptide chain,1,10,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17967__zh__32,zh,urethane,163,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16541__de,de,protein polypeptide chain,2,1,1,polypeptide,parent
intfloat-multilingual-e5-large-instruct,CHEBI_16541__fr,fr,protein polypeptide chain,1,3,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16541__es,es,protein polypeptide chain,10,8,1,polypeptide,parent
intfloat-multilingual-e5-large-instruct,CHEBI_16541__zh,zh,protein polypeptide chain,2,3,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16898__en,en,pyrimidine,1,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16898__de,de,pyrimidine,1,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16898__fr,fr,pyrimidine,19,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16898__es,es,pyrimidine,1,321,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16898__zh,zh,pyrimidine,29,510,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29309__de,de,methyl,17,68,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29309__en,en,methyl,18,45,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29309__fr,fr,methyl,37,32,1,carbene,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_29309__es,es,methyl,22,44,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29309__zh,zh,methyl,2,40,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_62801__en,en,ethyl,3,1,1,methyl,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_62801__de,de,ethyl,15,104,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_62801__fr,fr,ethyl,2,5,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_62801__es,es,ethyl,46,47,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_62801__zh,zh,ethyl,7,28,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29191__en,en,hydroxyl,27,511,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29191__de,de,hydroxyl,133,147,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29191__fr,fr,hydroxyl,10,66,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29191__es,es,hydroxyl,24,218,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29191__zh,zh,hydroxyl,12,56,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16541__en__57,en,protein polypeptide chain,3,2,1,polypeptide,parent
intfloat-multilingual-e5-large-instruct,CHEBI_16541__de__58,de,protein polypeptide chain,2,4,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16541__fr__59,fr,protein polypeptide chain,73,3,1,polypeptide,parent
intfloat-multilingual-e5-large-instruct,CHEBI_16541__es__60,es,protein polypeptide chain,14,9,1,polypeptide,parent
intfloat-multilingual-e5-large-instruct,CHEBI_16541__zh__61,zh,protein polypeptide chain,4,5,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29389__en,en,silane,1,303,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29389__de,de,silane,2,71,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29389__fr,fr,silane,1,356,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29389__zh,zh,silane,35,569,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29389__es,es,silane,1,77,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30832__en,en,adipic acid,1,38,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30832__de,de,adipic acid,306,12,1,sebacic acid,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_30832__fr,fr,adipic acid,2,3,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30832__es,es,adipic acid,351,197,1,succinic acid,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_17246__en,en,poly(vinyl alcohol) macromolecule,1,83,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_30832__zh,zh,adipic acid,78,38,1,sebacic acid,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_17246__de,de,poly(vinyl alcohol) macromolecule,1,17,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17246__fr,fr,poly(vinyl alcohol) macromolecule,1,17,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17246__es,es,poly(vinyl alcohol) macromolecule,10,8,1,polyurethane macromolecule,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_17246__zh,zh,poly(vinyl alcohol) macromolecule,9,29,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16052__en,en,propene,4,1,1,ethene,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16052__de,de,propene,7,1,1,ethane,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16052__fr,fr,propene,1,2,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16052__es,es,propene,5,4,1,ethene,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16052__zh,zh,propene,3,1,1,alkene,parent
intfloat-multilingual-e5-large-instruct,CHEBI_25219__en,en,methacrylic acid,1,14,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_25219__de,de,methacrylic acid,1,9,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_25219__fr,fr,methacrylic acid,15,7,1,acrylic acid,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_25219__es,es,methacrylic acid,52,293,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_25219__zh,zh,methacrylic acid,85,2,1,acrylic acid,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16134__en,en,ammonia,1,7,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16134__fr,fr,ammonia,3,1,1,carbon dioxide,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16134__de,de,ammonia,1,3,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16134__es,es,ammonia,23,3,1,carbon dioxide,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_16134__zh,zh,ammonia,9,1,1,dioxygen,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_53262__de,de,poly(propylene glycol) macromolecule,45,12,1,poly(ethylene glycol),sibling
intfloat-multilingual-e5-large-instruct,CHEBI_53262__en,en,poly(propylene glycol) macromolecule,1,67,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_53262__es,es,poly(propylene glycol) macromolecule,807,45,1,poly(ethylene glycol),sibling
intfloat-multilingual-e5-large-instruct,CHEBI_53262__zh,zh,poly(propylene glycol) macromolecule,459,173,1,poly(ethylene glycol),sibling
intfloat-multilingual-e5-large-instruct,CHEBI_53262__fr,fr,poly(propylene glycol) macromolecule,1,7,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_53284__de,de,polyurethane macromolecule,1,5,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_53284__en,en,polyurethane macromolecule,1,83,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_53284__fr,fr,polyurethane macromolecule,1,62,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_53284__es,es,polyurethane macromolecule,3,36,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_53284__zh,zh,polyurethane macromolecule,11,9,1,poly(vinyl alcohol) macromolecule,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_17909__en,en,polysulfur,122,24,1,elemental sulfur,parent
intfloat-multilingual-e5-large-instruct,CHEBI_17909__de,de,polysulfur,2,18,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17909__fr,fr,polysulfur,3,36,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17909__zh,zh,polysulfur,88,20,1,elemental sulfur,parent
intfloat-multilingual-e5-large-instruct,CHEBI_17909__es,es,polysulfur,184,40,1,elemental sulfur,parent
intfloat-multilingual-e5-large-instruct,CHEBI_29390__en,en,silicon carbide,1,638,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29390__de,de,silicon carbide,1,168,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29390__fr,fr,silicon carbide,1,377,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29390__zh,zh,silicon carbide,1,554,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_29390__es,es,silicon carbide,3,,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_15882__en,en,phenol,10,33,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_15882__de,de,phenol,44,11,1,bisphenol,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_15882__fr,fr,phenol,18,61,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_15882__es,es,phenol,101,94,1,Trolox,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_17246__en__116,en,poly(vinyl alcohol) macromolecule,1,4,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_15882__zh,zh,phenol,3,43,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17246__fr__118,fr,poly(vinyl alcohol) macromolecule,1,2,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17246__de__119,de,poly(vinyl alcohol) macromolecule,1,30,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_17246__es__120,es,poly(vinyl alcohol) macromolecule,14,6,1,poly(alkylene) macromolecule,sibling
intfloat-multilingual-e5-large-instruct,CHEBI_17246__zh__121,zh,poly(vinyl alcohol) macromolecule,1,18,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_136511__en,en,manganese dioxide,1,5,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_136511__fr,fr,manganese dioxide,1,2,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_136511__de,de,manganese dioxide,151,10,1,metal oxide,parent
intfloat-multilingual-e5-large-instruct,CHEBI_136511__es,es,manganese dioxide,1,6,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_136511__zh,zh,manganese dioxide,1,91,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16526__en,en,carbon dioxide,1,4,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16526__de,de,carbon dioxide,1,15,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16526__fr,fr,carbon dioxide,1,4,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16526__es,es,carbon dioxide,13,18,0,,
intfloat-multilingual-e5-large-instruct,CHEBI_16526__zh,zh,carbon dioxide,1,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15138__en,en,sulfide(2-),1,8,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15138__de,de,sulfide(2-),1,39,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15138__fr,fr,sulfide(2-),156,7,1,sulfate,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30488__en,en,sulfonium,1,336,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30488__de,de,sulfonium,1,208,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30488__fr,fr,sulfonium,1,370,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30488__es,es,sulfonium,1,509,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30488__zh,zh,sulfonium,5,401,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16716__en,en,benzene,35,25,1,biphenyl,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16716__fr,fr,benzene,241,5,1,ethanol,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16716__de,de,benzene,4,24,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16716__zh,zh,benzene,34,42,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16716__es,es,benzene,1,23,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17359__en,en,sulfite,1,10,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17359__de,de,sulfite,1,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17359__fr,fr,sulfite,1,5,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17359__zh,zh,sulfite,366,10,1,sulfate,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17359__es,es,sulfite,1,3,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17115__en,en,L-serine,1,85,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17115__de,de,L-serine,1,128,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17115__fr,fr,L-serine,1,102,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__en,en,urethane,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17115__zh,zh,L-serine,38,53,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__de,de,urethane,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__fr,fr,urethane,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__es,es,urethane,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__zh,zh,urethane,12,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__en__27,en,urethane,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__de__28,de,urethane,74,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__fr__29,fr,urethane,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__es__30,es,urethane,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__en,en,protein polypeptide chain,1,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17967__zh__32,zh,urethane,22,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__de,de,protein polypeptide chain,1,5,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__fr,fr,protein polypeptide chain,1,7,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__es,es,protein polypeptide chain,1,7,0,,
